TestNo,TestName
87,org.apache.commons.lang3.text.WordUtilsTest
88,org.apache.commons.lang3.text.translate.EntityArraysTest
89,org.apache.commons.lang3.text.translate.LookupTranslatorTest
90,org.apache.commons.lang3.text.translate.NumericEntityEscaperTest
91,org.apache.commons.lang3.text.translate.NumericEntityUnescaperTest
92,org.apache.commons.lang3.text.translate.OctalUnescaperTest
93,org.apache.commons.lang3.text.translate.UnicodeEscaperTest
94,org.apache.commons.lang3.text.translate.UnicodeUnescaperTest
95,org.apache.commons.lang3.time.DateFormatUtilsTest
96,org.apache.commons.lang3.time.DateUtilsFragmentTest
97,org.apache.commons.lang3.time.DateUtilsRoundingTest
98,org.apache.commons.lang3.time.DateUtilsTest
99,org.apache.commons.lang3.time.DurationFormatUtilsTest
100,org.apache.commons.lang3.time.FastDateFormatTest
101,org.apache.commons.lang3.time.FastDateFormat_ParserTest
102,org.apache.commons.lang3.time.FastDateFormat_PrinterTest
103,org.apache.commons.lang3.time.FastDateParserTest
104,org.apache.commons.lang3.time.FastDatePrinterTest
105,org.apache.commons.lang3.time.StopWatchTest
106,org.apache.commons.lang3.tuple.ImmutablePairTest
107,org.apache.commons.lang3.tuple.ImmutableTripleTest
108,org.apache.commons.lang3.tuple.MutablePairTest
109,org.apache.commons.lang3.tuple.MutableTripleTest
110,org.apache.commons.lang3.tuple.PairTest
111,org.apache.commons.lang3.tuple.TripleTest
